well_name,flowback_days,liquid_rate,surface_pressure,temp,gor,water_cut,fbhp,sand_hr,cum_sand,choke
Magic 2h,2.375,3936,1295,100,91.448,0.823170732,2788.34,32,213,37
Magic 2h,2.416666667,4008,1294,100,99.724,0.826347305,2808.15,30,243,37
Magic 2h,2.458333333,4032,1288,100,98.29,0.81547619,2806.31,33,276,37
Magic 2h,2.5,3936,1284,100,94.367,0.817073171,2777.59,53,329,39
Magic 2h,2.541666667,4176,1276,100,84.75,0.816091954,2787.08,137,466,39
Magic 2h,2.583333333,4056,1272,100,104.966,0.828402367,2792.61,27,493,41
Magic 2h,2.625,4368,1264,100,94.471,0.813186813,2820.29,46,539,43
Magic 2h,2.666666667,4560,1250,100,93.057,0.815789474,2825.55,46,585,44
Magic 2h,2.708333333,4560,1233,100,97.515,0.826315789,2803.78,58,643,46
Magic 2h,2.75,4920,1231,100,98.054,0.819512195,2870.77,48,691,46
Magic 2h,2.791666667,4920,1227,100,89.4,0.804878049,2853.41,67,758,47
Magic 2h,2.833333333,4680,1206,100,108.636,0.830769231,2813.82,68,826,49
Magic 2h,2.875,5016,1210,100,88.45,0.80861244,2837.07,100,926,51
Magic 2h,2.916666667,4824,1203,100,94.692,0.805970149,2824.07,100,1026,55
Magic 2h,2.958333333,5256,1164,100,84.886,0.799086758,2813.57,94,1120,55
Magic 2h,3,5040,1185,100,110.886,0.833333333,2853.96,98,1218,55
Magic 2h,3.041666667,5184,1180,100,95,0.814814815,2842.77,114,1332,55
Magic 2h,3.083333333,5184,1163,100,91.634,0.810185185,2812.8,154,1486,57
Magic 2h,3.125,5256,1163,100,91.791,0.803652968,2839.34,127,1613,57
Magic 2h,3.166666667,5184,1164,100,95.025,0.814814815,2821.25,134,1747,57
Magic 2h,3.208333333,5256,1166,100,89.349,0.803652968,2830.61,195,1942,57
Magic 2h,3.25,5184,1158,100,97.317,0.810185185,2834.11,145,2087,57
Magic 2h,3.291666667,5112,1155,100,102.027,0.82629108,2804.46,115,2202,57
Magic 2h,3.333333333,5256,1156,100,89.805,0.812785388,2802.56,127,2329,57
Magic 2h,3.375,5136,1153,100,91,0.813084112,2782.91,113,2442,57
Magic 2h,3.416666667,5112,1150,100,93.275,0.812206573,2786.34,125,2567,57
Magic 2h,3.458333333,1,0,100,0.1,0.99,5187.36,0,2567,0
Magic 2h,3.5,4872,363,100,0,0.827586207,5380.5,0,2567,0
Magic 2h,3.541666667,408,305,100,216,0.705882353,835.425,40,2607,20
Magic 2h,3.583333333,1632,403,100,0,0.867647059,5455.92,37,2644,30
Magic 2h,3.625,3120,590,100,169.429,0.892307692,1672.12,10,2654,35
Magic 2h,3.666666667,3024,775,100,125.714,0.833333333,1922.45,7,2661,40
Magic 2h,3.708333333,4032,993,100,109.571,0.833333333,2398.78,30,2691,45
Magic 2h,3.75,4560,1111,100,80.632,0.8,2607.09,33,2724,45
Magic 2h,3.791666667,2232,884,100,164.923,0.860215054,1944.77,25,2749,30
Magic 2h,3.833333333,3360,924,100,103.367,0.785714286,2205.47,21,2770,45
Magic 2h,3.875,4416,1090,100,79.167,0.77173913,2574.58,22,2792,50
Magic 2h,3.916666667,4656,1178,100,109.394,0.829896907,2774.92,123,2915,55
Magic 2h,3.958333333,5064,1146,100,106.743,0.834123223,2786.89,120,3035,55
Magic 2h,4,5328,1154,100,91.55,0.81981982,2807.3,117,3152,55
Magic 2h,4.041666667,5256,1139,100,92.615,0.821917808,2775.74,84,3236,57
Magic 2h,4.083333333,4824,1142,100,105.639,0.820895522,2759.88,,3236,57
Magic 2h,4.125,5160,1136,100,102.154,0.818604651,2805.21,,3236,57
Magic 2h,4.166666667,5256,1130,100,88.244,0.812785388,2760,,3236,57
Magic 2h,4.208333333,4992,1129,100,94.763,0.817307692,2733.99,,3236,57
Magic 2h,4.25,5088,1125,100,94.795,0.816037736,2747.8,,3236,57
Magic 2h,4.291666667,5112,1121,100,96.474,0.821596244,2743.54,,3236,57
Magic 2h,4.333333333,5208,1116,100,110.073,0.811059908,2854.75,,3236,59
Magic 2h,4.375,5136,1113,100,89.75,0.813084112,2722.63,,3236,59
Magic 2h,4.416666667,5160,1108,100,100.718,0.818604651,2760.47,,3236,59
Magic 2h,4.458333333,5016,1106,100,105.158,0.818181818,2752.75,,3236,59
Magic 2h,4.5,5088,1095,100,98.811,0.825471698,2706.35,,3236,59
Magic 2h,4.541666667,5136,1092,100,91.325,0.813084112,2700.9,102,3338,59
Magic 2h,4.583333333,5088,1097,100,94.718,0.816037736,2709.2,,3338,59
Magic 2h,4.625,5208,1087,100,83.425,0.815668203,2668.23,,3338,59
Magic 2h,4.666666667,5064,1090,100,96.263,0.819905213,2694.86,,3338,59
