well_name,flowback_days,liquid_rate,surface_pressure,temp,gor,water_cut,fbhp,sand_hr,cum_sand,choke
Magic 4h,1.583333333,2976,2455,100,3.705,0.822580645,6662.61,,4,27
Magic 4h,1.625,3024,2451,100,3.786,0.817460317,6575.38,,4,27
Magic 4h,1.666666667,3072,2444,100,2.739,0.8203125,6821.22,,4,27
Magic 4h,1.708333333,3024,2440,100,3.879,0.825396825,6595.31,,4,27
Magic 4h,1.75,3216,2441,100,3.299,0.820895522,6668.65,,4,27
Magic 4h,1.791666667,3000,2441,100,4.149,0.832,6574.78,,4,27
Magic 4h,1.833333333,3000,2436,100,3.178,0.816,6728.4,,4,27
Magic 4h,1.875,2880,2435,100,4.319,0.833333333,6582.96,,4,27
Magic 4h,1.916666667,3096,2431,100,3.625,0.829457364,6659.42,,4,27
Magic 4h,1.958333333,3048,2429,100,3.295,0.818897638,6700.24,,4,32
Magic 4h,2,3792,2442,100,3.818,0.829113924,6518.32,,4,32
Magic 4h,2.041666667,4200,2466,100,4.491,0.84,6453.73,,4,32
Magic 4h,2.083333333,3744,2431,100,3.843,0.814102564,6418.19,12,16,32
Magic 4h,2.125,3984,2430,100,3.807,0.819277108,6453.97,,16,32
Magic 4h,2.166666667,3840,2423,100,4.127,0.83125,6433.73,,16,32
Magic 4h,2.208333333,3960,2411,100,3.46,0.824242424,6545.25,,16,32
Magic 4h,2.25,3984,2407,100,3.533,0.825301205,6526.25,,16,32
Magic 4h,2.291666667,4008,2399,100,3.943,0.832335329,6454.65,,16,32
Magic 4h,2.333333333,3744,2395,100,3.527,0.820512821,6489.58,,16,32
