Q_liq,psi,temp,gor,wcut,ID,TVD,fbhp
5558,952.78,100,1.693,0.578985246,6.094,9897,4209
7069,955.97,100,3.213,0.82501061,6.094,9487,4026.13
7081,964.75,100,3.142,0.799887022,6.094,9900,3940.27
5608,975.3,100,1.265,0.64978602,6.094,10081,4430.87
3967,979.4,100,1.227,0.575749937,6.094,9592,4170.8
4542,988.12,100,1.398,0.628797886,6.094,9684,4301.75
4759,999.47,100,1.325,0.633536457,6.094,9638,4243.7
6936,1004.93,100,2.293,0.750865052,6.094,9510,3726.19
4142,1005.09,100,1.27,0.589328827,6.094,9937,4276.63
4168,1015.74,100,0.588,0.581573896,6.094,9592,4227.62
6942,1020.65,100,3.036,0.826274849,6.094,9487,4129.28
15148,1029.1,100,1.418,0.904475838,6.094,10300,5274.39
4360,1043.03,100,1.42,0.619724771,6.094,9937,4362.6
7122,1043.18,100,3.147,0.802021904,6.094,9900,4087
5389,1047.85,100,1.155,0.590090926,6.094,9897,4366.69
4809,1049.07,100,1.319,0.637762529,6.094,9684,4367.68
4414,1056.03,100,1.209,0.592886271,6.094,9592,4289.13
5202,1059.32,100,1.206,0.641291811,6.094,10081,4606.62
4689,1089.84,100,1.313,0.629771806,6.094,9937,4469.85
7046,1094.48,100,2.078,0.74936134,6.094,9510,3896.07
4567,1097.67,100,0.596,0.593825268,6.094,9592,4353.43
5011,1098.32,100,1.356,0.639592896,6.094,9684,4438.83
5472,1104.48,100,1.164,0.59996345,6.094,9897,4440.93
7039,1108.37,100,2.915,0.828526779,6.094,9487,4276.09
4522,1109.35,100,1.323,0.642857143,6.094,9638,4423.98
7079,1135.84,100,3.134,0.80011301,6.094,9900,4238.6
5466,1137.25,100,1.224,0.654226125,6.094,10081,4687.53
5090,1141.78,100,1.21,0.621021611,6.094,9592,4422.74
5533,1146.89,100,1.315,0.62317007,6.094,9897,4531
5179,1148,100,1.337,0.634871597,6.094,9684,4524.89
4779,1159.01,100,1.357,0.649508265,6.094,9937,4627.57
7080,1179.83,100,2.087,0.759322034,6.094,9510,4043.44
5364,1186.01,100,1.212,0.639821029,6.094,9592,4495.54
4838,1187.41,100,1.296,0.649648615,6.094,9638,4511.48
5688,1192.5,100,1.19,0.658227848,6.094,10081,4777.81
5712,1194.44,100,1.255,0.631302521,6.094,9897,4622.6
